LinkID,PositionX (m),PositionY (m),PositionZ (m)
AUTO_000628,-4.286,2108.791,1.028
AUTO_000629,-1.262,2108.177,0.878
AUTO_000630,0.996,2107.990,0.732
AUTO_000631,3.260,2107.221,1.031
AUTO_000632,5.941,2106.366,0.697
AUTO_000633,8.203,2106.358,1.325
AUTO_000634,10.689,2104.985,0.397
AUTO_000635,13.386,2103.831,0.797
AUTO_000636,15.563,2104.027,0.674
AUTO_000637,19.247,2102.482,0.903
AUTO_000638,20.838,2101.932,0.506
AUTO_000639,23.212,2100.997,0.892
AUTO_000640,25.724,2100.228,0.959
AUTO_000641,28.697,2099.261,0.776
AUTO_000642,30.734,2098.188,0.863
AUTO_000643,32.754,2097.312,1.029
AUTO_000644,35.279,2096.019,0.853
AUTO_000645,37.578,2095.762,0.351
AUTO_000646,39.873,2094.420,0.822
AUTO_000647,42.408,2093.119,1.323
AUTO_000648,45.097,2092.421,1.117
AUTO_000649,47.424,2091.665,0.766
AUTO_000650,49.708,2091.063,0.975
AUTO_000651,52.003,2089.144,0.637
AUTO_000652,54.130,2088.185,1.240
AUTO_000653,56.422,2087.246,0.816
AUTO_000654,58.701,2085.771,1.071
AUTO_000655,61.586,2085.200,0.813
AUTO_000656,63.157,2083.852,0.667
AUTO_000657,65.911,2082.431,1.218
AUTO_000658,68.321,2081.458,1.047
AUTO_000659,69.894,2080.412,0.578
AUTO_000660,72.931,2079.236,1.047
AUTO_000661,75.193,2078.080,0.538
AUTO_000662,77.022,2076.840,1.294
AUTO_000663,78.807,2075.164,0.668
AUTO_000664,81.633,2074.418,0.902
AUTO_000665,84.306,2072.769,1.082
AUTO_000666,86.162,2071.745,0.938
AUTO_000667,88.133,2070.375,0.955
AUTO_000668,90.537,2068.578,0.662
AUTO_000669,92.136,2067.290,1.018
AUTO_000670,94.509,2065.668,0.404
AUTO_000671,97.260,2064.582,0.581
AUTO_000672,99.056,2062.748,0.812
AUTO_000673,100.856,2061.845,0.812
AUTO_000674,103.160,2060.067,0.879
AUTO_000675,105.531,2058.361,0.880
AUTO_000676,107.101,2057.003,0.641
AUTO_000677,109.052,2056.277,0.703
AUTO_000678,112.031,2053.909,0.959
AUTO_000679,114.088,2052.492,0.408
AUTO_000680,116.662,2050.632,1.070
AUTO_000681,118.230,2049.955,0.410
AUTO_000682,120.303,2047.742,1.207
AUTO_000683,122.462,2046.017,0.709
AUTO_000684,123.883,2045.698,0.998
AUTO_000685,126.952,2043.106,1.028
AUTO_000686,128.547,2041.984,1.436
AUTO_000687,129.956,2040.969,0.666
AUTO_000688,132.583,2038.656,0.810
AUTO_000689,134.118,2037.325,1.127
AUTO_000690,136.428,2035.853,0.790
AUTO_000691,138.460,2033.831,0.917
AUTO_000692,140.544,2032.183,1.242
AUTO_000693,142.387,2029.970,1.073
AUTO_000694,144.234,2028.396,0.984
AUTO_000695,146.041,2026.575,0.603
AUTO_000696,147.603,2025.160,1.155
AUTO_000697,149.091,2023.470,0.788
AUTO_000698,151.270,2021.541,1.286
AUTO_000699,153.312,2019.717,0.746
AUTO_000700,155.201,2018.065,0.266
AUTO_000701,156.728,2016.056,0.413
AUTO_000702,158.377,2014.674,1.125
AUTO_000703,159.259,2012.915,0.392
AUTO_000704,162.081,2009.914,0.915
AUTO_000705,163.867,2008.800,1.621
AUTO_000706,165.541,2007.015,0.744
AUTO_000707,167.042,2005.191,0.894
AUTO_000708,168.715,2002.429,1.175
AUTO_000709,170.634,2000.451,0.983
AUTO_000710,172.187,1999.012,1.030
AUTO_000711,173.556,1997.391,0.437
AUTO_000712,175.720,1994.671,1.512
AUTO_000713,177.092,1993.835,0.750
AUTO_000714,178.975,1990.682,1.172
AUTO_000715,180.052,1989.118,0.630
AUTO_000716,182.142,1987.255,0.836
AUTO_000717,183.431,1985.990,0.521
AUTO_000718,185.418,1983.040,0.208
AUTO_000719,186.153,1982.057,1.170
AUTO_000720,188.814,1979.542,0.830
AUTO_000721,189.022,1977.023,0.635
AUTO_000722,191.399,1974.829,0.945
AUTO_000723,192.125,1973.772,1.219
AUTO_000724,194.217,1970.978,0.626
AUTO_000725,195.067,1968.954,0.658
AUTO_000726,196.813,1966.023,0.787
AUTO_000727,197.512,1964.765,0.255
AUTO_000728,199.692,1961.760,1.021
AUTO_000729,200.702,1960.165,0.662
AUTO_000730,202.858,1957.674,0.526
AUTO_000731,203.711,1954.869,0.882
AUTO_000732,204.793,1953.258,1.043
AUTO_000733,206.310,1951.817,0.803
AUTO_000734,208.288,1948.970,0.436
AUTO_000735,208.735,1946.714,0.741
AUTO_000736,210.583,1944.054,0.723
AUTO_000737,211.207,1942.852,0.431
AUTO_000738,213.045,1939.819,1.406
AUTO_000739,214.612,1938.361,0.483
AUTO_000740,215.768,1935.195,0.680
AUTO_000741,216.424,1933.861,0.922
AUTO_000742,218.501,1930.642,0.597
AUTO_000743,219.907,1927.948,0.795
AUTO_000744,220.745,1926.084,0.743
AUTO_000745,222.524,1923.686,0.548
AUTO_000746,222.928,1921.461,0.773
AUTO_000747,224.212,1918.692,0.427
AUTO_000748,225.354,1917.293,1.163
AUTO_000749,226.140,1914.747,0.930
AUTO_000750,228.009,1912.020,1.757
AUTO_000751,228.343,1909.699,0.699
AUTO_000752,229.487,1907.730,1.596
AUTO_000753,230.103,1906.725,0.882
AUTO_000754,230.670,1903.803,1.089
AUTO_000755,232.616,1900.248,1.281
AUTO_000756,234.359,1897.760,0.633
AUTO_000757,234.561,1895.329,1.289
AUTO_000758,236.408,1893.205,1.026
AUTO_000759,236.074,1891.365,1.276
AUTO_000760,237.368,1888.745,1.401
AUTO_000761,237.782,1887.590,0.476
AUTO_000762,239.658,1883.776,0.061
AUTO_000763,239.814,1881.774,1.648
AUTO_000764,240.601,1879.465,0.932
AUTO_000765,241.648,1877.047,1.175
AUTO_000766,242.420,1874.551,0.623
AUTO_000767,243.256,1871.691,0.978
AUTO_000768,243.777,1868.770,0.905
AUTO_000769,244.646,1866.696,1.320
AUTO_000770,245.475,1863.757,1.276
AUTO_000771,245.819,1861.608,0.597
AUTO_000772,246.908,1859.235,0.824
AUTO_000773,247.364,1856.915,1.215
AUTO_000774,247.791,1854.118,0.647
AUTO_000775,249.358,1851.770,1.140
AUTO_000776,249.218,1849.113,0.769
AUTO_000777,250.050,1847.000,1.448
AUTO_000778,250.551,1844.135,1.023
AUTO_000779,250.903,1841.546,0.541
AUTO_000780,251.527,1839.230,0.838
AUTO_000781,251.943,1837.602,0.579
AUTO_000782,252.047,1833.753,0.880
AUTO_000783,253.248,1832.179,0.518
AUTO_000784,252.695,1828.486,0.584
AUTO_000785,254.171,1826.484,0.981
AUTO_000786,254.471,1824.814,0.904
AUTO_000787,254.662,1822.053,0.151
AUTO_000788,254.745,1818.489,0.771
AUTO_000789,254.816,1817.151,0.529
AUTO_000790,255.942,1813.628,0.312
AUTO_000791,255.935,1811.887,0.321
AUTO_000792,256.894,1808.838,0.051
AUTO_000793,256.993,1807.339,0.703
AUTO_000794,257.304,1803.744,0.305
AUTO_000795,257.772,1801.612,0.810
AUTO_000796,258.064,1799.245,0.497
AUTO_000797,258.949,1796.138,0.351
AUTO_000798,259.084,1793.986,1.020
AUTO_000799,259.886,1791.002,-0.032
AUTO_000800,259.735,1788.288,0.698
AUTO_000801,260.047,1786.670,-0.066
AUTO_000802,260.097,1784.619,0.547
AUTO_000803,261.414,1781.354,0.176
AUTO_000804,260.784,1778.125,0.369
AUTO_000805,261.718,1775.979,0.579
AUTO_000806,261.826,1772.902,0.266
AUTO_000807,261.719,1770.062,0.789
AUTO_000808,262.402,1769.514,0.461
AUTO_000809,262.411,1766.405,0.601
AUTO_000810,262.961,1762.947,0.549
AUTO_000811,263.117,1761.928,0.586
AUTO_000812,263.462,1758.284,0.794
AUTO_000813,263.371,1754.407,0.388
AUTO_000814,264.014,1752.750,0.645
AUTO_000815,264.038,1750.427,0.197
AUTO_000816,263.648,1749.212,0.446
AUTO_000817,264.283,1745.768,0.403
AUTO_000818,265.175,1743.016,0.430
AUTO_000819,264.472,1740.957,0.761
AUTO_000820,264.672,1738.400,0.114
AUTO_000821,264.995,1735.304,-0.258
AUTO_000822,264.654,1732.708,0.500
AUTO_000823,264.785,1729.452,0.737
AUTO_000824,265.549,1726.042,0.279
AUTO_000825,265.685,1722.273,0.369
AUTO_000826,265.190,1719.765,1.276
AUTO_000827,265.795,1716.577,0.300
AUTO_000828,265.933,1714.026,0.299
AUTO_000829,266.393,1711.776,0.038
AUTO_000830,265.873,1709.270,0.186
AUTO_000831,266.001,1706.236,0.052
AUTO_000832,266.679,1704.163,0.204
AUTO_000833,266.424,1702.384,0.422
AUTO_000834,266.677,1699.376,0.982
AUTO_000835,266.736,1696.569,0.581
AUTO_000836,266.801,1694.297,0.472
AUTO_000837,266.783,1692.049,0.185
AUTO_000838,267.046,1690.397,0.301
AUTO_000839,266.582,1686.799,0.402
AUTO_000840,267.433,1683.544,0.509
AUTO_000841,267.423,1680.759,0.547
AUTO_000842,266.986,1678.589,0.655
AUTO_000843,267.679,1676.138,0.385
AUTO_000844,267.644,1674.477,0.305
AUTO_000845,267.451,1671.186,0.413
AUTO_000846,267.390,1668.707,0.178
AUTO_000847,267.307,1665.219,0.804
AUTO_000848,267.469,1662.933,0.724
AUTO_000849,268.350,1660.909,0.438
AUTO_000850,268.355,1659.084,0.623
AUTO_000851,267.867,1655.845,0.030
AUTO_000852,268.137,1653.561,0.100
AUTO_000853,268.251,1651.083,0.450
AUTO_000854,267.870,1648.494,0.478
AUTO_000855,268.320,1645.915,0.717
AUTO_000856,268.598,1642.871,0.158
AUTO_000857,267.998,1640.661,0.286
AUTO_000858,268.365,1637.459,0.010
AUTO_000859,268.392,1635.380,0.488
AUTO_000860,267.791,1632.417,0.425
AUTO_000861,268.416,1629.045,0.529
AUTO_000862,268.310,1626.911,0.576
AUTO_000863,268.088,1624.040,0.476
AUTO_000864,268.193,1622.418,0.407
AUTO_000865,268.992,1620.698,-0.021
AUTO_000866,268.408,1616.879,0.255
AUTO_000867,268.168,1613.662,0.175
AUTO_000868,268.552,1611.964,0.394
AUTO_000869,268.289,1608.933,0.057
AUTO_000870,268.780,1607.193,0.286
AUTO_000871,268.439,1603.984,-0.054
AUTO_000872,268.894,1602.135,0.745
AUTO_000873,268.832,1598.381,0.198
AUTO_000874,267.944,1596.212,0.713
AUTO_000875,268.751,1593.696,-0.092
AUTO_000876,269.360,1590.909,0.306
AUTO_000877,268.546,1589.825,0.537
AUTO_000878,269.029,1585.922,0.692
AUTO_000879,268.705,1583.215,0.645
AUTO_000880,268.873,1580.694,0.306
AUTO_000881,268.643,1578.484,0.312
AUTO_000882,269.154,1575.582,0.815
AUTO_000883,268.667,1572.773,0.504
AUTO_000884,269.006,1570.914,0.688
AUTO_000885,268.759,1567.055,0.633
AUTO_000886,269.643,1565.531,0.053
AUTO_000887,269.114,1562.493,0.341
AUTO_000888,269.429,1561.618,-0.031
AUTO_000889,268.856,1557.812,0.038
AUTO_000890,269.641,1556.932,-0.323
AUTO_000891,268.912,1552.337,0.669
AUTO_000892,268.908,1550.763,0.001
AUTO_000893,269.404,1548.273,0.613
AUTO_000894,269.312,1545.041,0.197
AUTO_000895,268.817,1541.618,0.343
AUTO_000896,269.317,1540.101,0.563
AUTO_000897,269.084,1536.639,1.020
AUTO_000898,269.421,1535.147,0.354
AUTO_000899,269.086,1532.328,-0.108
AUTO_000900,269.100,1529.833,0.649
AUTO_000901,269.037,1526.568,1.063
AUTO_000902,269.369,1524.894,0.102
AUTO_000903,269.482,1522.055,-0.051
AUTO_000904,269.375,1519.573,0.376
AUTO_000905,269.251,1517.091,0.636
AUTO_000906,269.405,1514.408,0.151
AUTO_000907,269.081,1511.923,0.184
AUTO_000908,270.370,1509.628,0.314
AUTO_000909,269.482,1506.007,0.475
AUTO_000910,269.024,1504.130,-0.131
AUTO_000911,269.968,1501.426,0.714
AUTO_000912,269.234,1498.704,0.196
AUTO_000913,269.747,1496.562,-0.021
AUTO_000914,269.307,1493.813,0.282
AUTO_000915,269.716,1491.180,-0.199
AUTO_000916,269.447,1488.084,0.308
AUTO_000917,269.660,1485.406,0.462
AUTO_000918,269.436,1483.266,0.403
AUTO_000919,270.146,1481.067,-0.143
AUTO_000920,269.905,1478.522,0.271
AUTO_000921,270.250,1476.680,0.922
AUTO_000922,269.943,1472.763,0.412
AUTO_000923,270.129,1470.709,0.333
AUTO_000924,269.827,1467.841,0.321
AUTO_000925,270.022,1465.502,0.216
AUTO_000926,269.949,1463.279,0.203
AUTO_000927,269.498,1459.745,0.218
AUTO_000928,270.235,1458.064,0.608
AUTO_000929,269.224,1454.714,0.292
AUTO_000930,270.103,1452.137,0.829
AUTO_000931,269.585,1450.429,0.276
AUTO_000932,269.414,1447.516,0.105
AUTO_000933,269.925,1445.141,0.212
AUTO_000934,270.078,1441.362,-0.100
AUTO_000935,270.616,1438.927,0.115
AUTO_000936,270.305,1437.616,1.232
AUTO_000937,270.423,1434.883,0.225
AUTO_000938,269.821,1432.326,0.059
AUTO_000939,270.060,1429.453,0.518
AUTO_000940,269.675,1426.322,0.612
AUTO_000941,270.136,1424.134,0.380
AUTO_000942,270.008,1421.487,-0.047
AUTO_000943,270.532,1419.065,0.477
AUTO_000944,270.252,1416.527,-0.110
AUTO_000945,270.187,1414.356,0.601
AUTO_000946,270.534,1411.188,-0.023
AUTO_000947,270.498,1409.144,0.549
AUTO_000948,270.100,1406.401,-0.151
AUTO_000949,270.031,1404.109,0.064
AUTO_000950,270.451,1400.850,-0.091
AUTO_000951,270.770,1398.617,0.190
AUTO_000952,270.483,1396.473,0.216
AUTO_000953,270.233,1393.379,0.330
AUTO_000954,270.133,1390.438,0.400
AUTO_000955,270.286,1388.941,0.230
AUTO_000956,270.198,1385.682,0.566
AUTO_000957,270.175,1383.754,-0.118
AUTO_000958,270.496,1380.836,0.109
AUTO_000959,270.593,1377.316,0.868
AUTO_000960,270.219,1375.488,0.359
AUTO_000961,270.351,1373.254,0.217
AUTO_000962,270.490,1369.326,0.056
AUTO_000963,270.971,1364.771,-0.195
AUTO_000964,270.517,1363.498,-0.341
AUTO_000965,270.469,1360.275,0.267
AUTO_000966,270.325,1358.568,0.034
AUTO_000967,270.416,1354.701,0.041
AUTO_000968,270.559,1349.448,0.363
AUTO_000969,270.074,1348.084,0.475
AUTO_000970,270.128,1344.530,-0.224
AUTO_000971,270.304,1343.232,0.036
AUTO_000972,270.548,1339.350,-0.186
AUTO_000973,271.045,1337.188,0.591
AUTO_000974,270.281,1334.837,0.316
AUTO_000975,270.177,1331.719,-0.367
AUTO_000976,270.555,1328.893,0.146
AUTO_000977,270.636,1327.482,0.117
AUTO_000978,270.221,1324.196,0.123
AUTO_000979,269.832,1322.625,0.243
AUTO_000980,270.343,1319.799,0.589
AUTO_000981,270.275,1317.155,-0.304
AUTO_000982,270.390,1314.064,-0.166
AUTO_000983,270.278,1312.191,0.344
AUTO_000984,270.530,1309.459,0.613
AUTO_000985,270.131,1305.806,-0.081
AUTO_000986,270.285,1303.052,-0.220
AUTO_000987,269.944,1301.252,0.091
AUTO_000988,270.190,1298.514,0.831
AUTO_000989,270.496,1296.214,0.176
AUTO_000990,270.543,1293.094,0.754
AUTO_000991,271.117,1290.280,-0.006
AUTO_000992,270.605,1288.004,0.159
AUTO_000993,270.778,1285.498,0.900
AUTO_000994,270.530,1283.148,0.203
AUTO_000995,270.360,1280.633,-0.101
AUTO_000996,270.942,1277.950,0.951
AUTO_000997,270.220,1275.224,-0.133
AUTO_000998,270.573,1272.876,0.420
AUTO_000999,271.093,1270.221,0.060
AUTO_001000,270.783,1267.563,0.080
AUTO_001001,270.140,1265.766,0.620
AUTO_001002,271.010,1262.029,0.338
AUTO_001003,270.752,1259.511,0.670
AUTO_001004,270.558,1257.532,0.476
AUTO_001005,271.285,1255.403,0.093
AUTO_001006,271.349,1253.476,0.498
AUTO_001007,270.734,1250.309,0.170
AUTO_001008,271.289,1247.366,0.690
AUTO_001009,271.004,1244.572,0.373
AUTO_001010,271.379,1243.211,0.410
AUTO_001011,271.056,1239.473,0.502
AUTO_001012,271.058,1236.473,0.079
AUTO_001013,271.308,1234.193,0.627
AUTO_001014,271.596,1231.943,0.446
AUTO_001015,271.121,1229.588,0.579
AUTO_001016,271.019,1227.498,0.264
AUTO_001017,271.430,1224.947,-0.005
AUTO_001018,271.494,1222.180,0.430
AUTO_001019,271.151,1218.766,0.376
AUTO_001020,271.109,1216.236,0.167
AUTO_001021,270.349,1214.390,0.454
AUTO_001022,271.227,1211.327,0.520
AUTO_001023,271.235,1209.461,0.311
AUTO_001024,271.043,1205.468,-0.166
AUTO_001025,271.170,1203.438,-0.018
AUTO_001026,270.827,1200.679,0.437
AUTO_001027,270.903,1198.553,0.969
AUTO_001028,270.300,1196.549,0.346
AUTO_001029,270.345,1192.565,-0.053
AUTO_001030,271.050,1190.846,0.721
AUTO_001031,270.495,1188.870,0.082
AUTO_001032,269.907,1184.791,0.351
AUTO_001033,270.203,1183.792,0.300
AUTO_001034,270.553,1180.658,0.292
AUTO_001035,271.031,1178.119,0.535
AUTO_001036,270.510,1175.893,0.561
AUTO_001037,270.808,1173.912,-0.102
AUTO_001038,271.047,1170.540,0.634
AUTO_001039,270.597,1168.299,-0.017
AUTO_001040,270.485,1165.479,0.688
AUTO_001041,270.379,1163.823,-0.426
AUTO_001042,270.981,1160.247,0.418
AUTO_001043,270.673,1157.613,0.464
AUTO_001044,270.471,1155.067,0.037
AUTO_001045,271.442,1151.952,0.146
AUTO_001046,270.555,1149.956,0.606
AUTO_001047,270.649,1147.620,0.739
AUTO_001048,270.519,1144.948,0.054
AUTO_001049,271.383,1142.242,0.495
AUTO_001050,270.509,1139.830,0.473
AUTO_001051,270.767,1138.208,0.202
AUTO_001052,271.154,1134.299,-0.370
AUTO_001053,270.696,1132.529,0.420
AUTO_001054,270.527,1129.035,-0.143
AUTO_001055,270.773,1127.059,0.709
AUTO_001056,270.512,1124.499,0.324
AUTO_001057,270.816,1122.203,-0.128
AUTO_001058,270.561,1119.293,0.225
AUTO_001059,271.131,1117.317,0.383
AUTO_001060,271.192,1114.066,-0.028
AUTO_001061,271.173,1112.403,0.786
AUTO_001062,270.935,1109.335,0.395
AUTO_001063,271.190,1106.735,-0.014
AUTO_001064,271.192,1104.110,0.561
AUTO_001065,270.714,1102.295,0.015
AUTO_001066,271.017,1098.921,0.117
AUTO_001067,270.772,1096.235,0.750
AUTO_001068,271.029,1093.314,0.029
AUTO_001069,271.141,1090.430,0.378
AUTO_001070,271.341,1088.667,-0.172
AUTO_001071,270.958,1085.148,0.033
AUTO_001072,271.241,1082.709,0.255
AUTO_001073,271.539,1079.785,0.428
AUTO_001074,270.732,1077.900,0.233
AUTO_001075,271.478,1074.238,0.312
AUTO_001076,271.235,1073.312,-0.044
AUTO_001077,271.612,1069.601,0.372
AUTO_001078,271.429,1067.541,0.174
AUTO_001079,271.419,1064.360,0.555
AUTO_001080,271.525,1062.544,0.441
AUTO_001081,271.824,1059.183,0.418
AUTO_001082,271.235,1057.393,0.680
AUTO_001083,271.423,1054.875,0.382
AUTO_001084,271.454,1051.906,0.326
AUTO_001085,271.812,1049.375,0.031
AUTO_001086,271.148,1046.810,-0.039
AUTO_001087,272.109,1043.789,0.438
AUTO_001088,271.799,1041.745,-0.203
AUTO_001089,272.221,1039.505,0.225
AUTO_001090,272.167,1035.830,0.531
AUTO_001091,271.677,1034.044,0.612
AUTO_001092,271.844,1031.512,-0.049
AUTO_001093,271.204,1029.747,-0.079
AUTO_001094,272.021,1025.533,0.610
AUTO_001095,271.841,1024.313,0.292
AUTO_001096,271.839,1021.489,0.415
AUTO_001097,272.079,1019.317,0.128
AUTO_001098,271.678,1016.531,0.869
AUTO_001099,271.688,1014.365,0.173
AUTO_001100,271.708,1010.518,0.073
AUTO_001101,271.754,1009.258,0.145
AUTO_001102,272.251,1005.720,0.287
AUTO_001103,271.405,1003.165,-0.027
AUTO_001104,272.099,1000.465,0.281
AUTO_001105,272.083,998.849,0.197
AUTO_001106,272.508,995.722,0.244
AUTO_001107,272.188,993.583,-0.073
AUTO_001108,272.412,989.802,0.530
AUTO_001109,271.922,988.481,0.107
AUTO_001110,271.923,985.070,0.747
AUTO_001111,272.074,983.569,0.334
AUTO_001112,272.008,980.012,0.377
AUTO_001113,272.478,977.464,0.384
AUTO_001114,271.990,974.503,0.410
AUTO_001115,272.349,972.905,0.795
AUTO_001116,272.475,970.133,-0.154
AUTO_001117,272.428,967.873,0.131
AUTO_001118,272.803,964.992,0.057
AUTO_001119,272.663,963.109,0.139
AUTO_001120,272.615,959.214,0.718
AUTO_001121,272.824,957.915,1.096
AUTO_001122,272.175,953.740,0.885
AUTO_001123,272.666,952.441,1.105
AUTO_001124,272.538,949.778,0.235
AUTO_001125,272.135,946.892,0.544
AUTO_001126,272.733,944.275,0.169
AUTO_001127,272.434,941.751,0.515
AUTO_001128,272.917,938.689,-0.019
AUTO_001129,272.710,937.173,0.341
AUTO_001130,272.919,933.900,0.308
AUTO_001131,272.533,931.872,0.381
AUTO_001132,272.744,928.434,0.679
AUTO_001133,273.405,926.617,0.197
AUTO_001134,272.997,923.437,0.336
AUTO_001135,273.322,922.143,0.735
AUTO_001136,272.862,919.044,0.504
AUTO_001137,272.452,916.725,0.474
AUTO_001138,272.904,913.970,0.349
AUTO_001139,273.250,911.528,0.619
AUTO_001140,272.676,907.221,0.681
AUTO_001141,273.341,906.380,0.376
AUTO_001142,272.693,902.635,0.509
AUTO_001143,273.189,901.651,0.457
AUTO_001144,273.023,898.392,-0.074
AUTO_001145,272.928,896.517,0.875
AUTO_001146,273.157,893.264,0.537
AUTO_001147,273.288,891.338,0.034
AUTO_001148,273.150,887.726,-0.174
AUTO_001149,273.067,886.050,0.959
AUTO_001150,273.388,882.506,-0.068
AUTO_001151,273.141,879.588,0.156
AUTO_001152,273.089,877.548,0.179
AUTO_001153,273.035,875.728,0.663
AUTO_001154,272.937,872.264,0.680
AUTO_001155,273.353,870.352,0.264
AUTO_001156,273.036,867.249,0.234
AUTO_001157,273.590,864.525,0.207
AUTO_001158,272.815,861.726,0.011
AUTO_001159,273.145,860.782,0.130
AUTO_001160,273.362,856.953,0.032
AUTO_001161,273.301,855.786,0.173
AUTO_001162,273.198,851.761,-0.430
AUTO_001163,272.895,849.522,0.431
AUTO_001164,272.946,846.284,0.007
AUTO_001165,273.311,845.334,0.430
AUTO_001166,273.120,841.999,0.178
AUTO_001167,273.813,840.102,0.015
AUTO_001168,272.778,836.177,0.165
AUTO_001169,273.226,834.386,0.116
AUTO_001170,273.788,831.566,0.399
AUTO_001171,274.148,829.175,0.199
AUTO_001172,273.813,826.445,0.104
AUTO_001173,274.359,823.468,0.055
AUTO_001174,273.362,821.558,-0.083
AUTO_001175,273.298,819.530,0.388
AUTO_001176,273.142,816.208,0.744
AUTO_001177,273.507,813.856,-0.074
AUTO_001178,273.583,811.018,0.741
AUTO_001179,273.527,809.195,0.135
AUTO_001180,273.620,806.027,0.010
AUTO_001181,273.421,802.567,0.200
AUTO_001182,273.418,800.406,0.258
AUTO_001183,274.048,798.380,0.174
AUTO_001184,273.857,795.208,0.095
AUTO_001185,274.248,793.362,0.339
AUTO_001186,273.225,790.104,0.418
AUTO_001187,273.418,788.849,0.462
AUTO_001188,273.433,784.609,1.001
AUTO_001189,273.605,782.791,0.370
AUTO_001190,273.686,780.415,0.663
AUTO_001191,273.342,778.511,0.339
AUTO_001192,273.408,774.950,0.543
AUTO_001193,273.622,773.045,-0.124
AUTO_001194,273.462,769.368,0.238
AUTO_001195,274.005,768.013,0.044
AUTO_001196,273.625,764.758,0.319
AUTO_001197,274.014,762.047,0.190
AUTO_001198,273.672,759.270,-0.161
AUTO_001199,273.625,757.949,-0.001
AUTO_001200,273.471,754.174,-0.148
AUTO_001201,273.408,752.510,0.584
AUTO_001202,273.490,749.681,0.409
AUTO_001203,273.464,747.973,-0.090
AUTO_001204,273.293,744.052,0.614
AUTO_001205,273.310,741.401,0.032
AUTO_001206,273.634,738.925,0.095
AUTO_001207,273.288,737.513,-0.171
AUTO_001208,274.214,733.749,0.766
AUTO_001209,273.149,731.508,0.248
AUTO_001210,273.097,728.827,0.239
AUTO_001211,273.113,727.282,0.002
AUTO_001212,273.195,723.666,-0.003
AUTO_001213,274.079,722.043,-0.290
AUTO_001214,273.643,717.936,0.281
AUTO_001215,273.581,716.002,-0.135
AUTO_001216,273.856,713.395,0.554
AUTO_001217,273.550,711.336,0.343
AUTO_001218,273.805,708.391,-0.004
AUTO_001219,273.585,706.023,0.518
AUTO_001220,273.883,702.859,0.787
AUTO_001221,273.444,700.808,0.257
AUTO_001222,273.873,697.003,-0.012
AUTO_001223,274.458,695.716,0.395
AUTO_001224,273.970,692.020,0.708
AUTO_001225,274.425,689.896,0.048
AUTO_001226,274.491,687.142,-0.028
AUTO_001227,274.236,684.497,0.835
AUTO_001228,273.849,682.222,0.019
AUTO_001229,274.014,680.232,0.208
AUTO_001230,274.157,676.915,0.760
AUTO_001231,273.945,675.030,0.703
AUTO_001232,274.870,671.694,-0.030
AUTO_001233,274.888,670.038,0.211
AUTO_001234,274.224,666.255,0.389
AUTO_001235,274.565,664.305,0.609
AUTO_001236,274.237,660.956,-0.024
AUTO_001237,274.285,659.746,0.438
AUTO_001238,274.553,657.014,-0.163
AUTO_001239,273.970,654.004,0.081
AUTO_001240,273.901,651.608,0.002
AUTO_001241,274.583,649.652,0.630
AUTO_001242,274.417,646.140,0.540
AUTO_001243,273.665,644.405,0.856
AUTO_001244,275.090,641.190,0.189
AUTO_001245,274.578,638.820,0.373
AUTO_001246,273.966,635.702,0.014
AUTO_001247,274.287,634.379,-0.301
AUTO_001248,274.490,630.708,0.180
AUTO_001249,274.231,628.745,0.432
AUTO_001250,273.765,625.821,0.423
AUTO_001251,273.862,623.140,0.048
AUTO_001252,273.604,621.109,0.228
AUTO_001253,274.194,618.689,0.265
AUTO_001254,274.496,615.272,0.363
AUTO_001255,273.919,613.469,0.301
AUTO_001256,273.674,609.572,0.217
AUTO_001257,273.725,607.234,0.784
AUTO_001258,274.023,605.717,0.643
AUTO_001259,273.925,601.673,0.271
AUTO_001260,274.235,599.389,0.691
AUTO_001261,273.898,597.511,0.322
AUTO_001262,274.080,594.844,0.255
AUTO_001263,273.837,592.186,0.464
AUTO_001264,274.233,590.071,-0.229
AUTO_001265,273.842,587.721,0.646
AUTO_001266,273.787,584.087,0.454
AUTO_001267,273.810,582.154,0.482
AUTO_001268,273.334,579.259,0.466
AUTO_001269,273.956,576.842,0.719
AUTO_001270,274.712,573.747,0.369
AUTO_001271,274.208,570.717,0.476
AUTO_001272,274.609,569.256,0.325
AUTO_001273,273.763,566.415,-0.045
AUTO_001274,273.961,564.816,0.490
AUTO_001275,273.474,562.122,0.447
AUTO_001276,273.836,560.201,0.605
AUTO_001277,273.926,556.912,0.464
AUTO_001278,273.729,554.412,0.638
AUTO_001279,273.404,550.879,0.367
AUTO_001280,273.650,548.928,-0.046
AUTO_001281,274.343,545.517,-0.023
AUTO_001282,273.336,544.147,0.174
AUTO_001283,273.740,540.861,0.361
AUTO_001284,273.613,538.633,0.678
AUTO_001285,273.756,536.065,0.190
AUTO_001286,273.603,533.355,0.989
AUTO_001287,273.285,530.444,0.392
AUTO_001288,273.514,527.690,0.266
AUTO_001289,273.461,525.505,-0.421
AUTO_001290,273.404,523.650,0.760
AUTO_001291,273.124,520.615,0.314
AUTO_001292,273.702,517.665,0.162
AUTO_001293,273.642,514.534,0.155
AUTO_001294,273.623,513.140,0.139
AUTO_001295,273.440,509.730,0.309
AUTO_001296,273.384,507.635,0.382
AUTO_001297,272.540,505.259,0.605
