LinkID,PositionX (m),PositionY (m),PositionZ (m)
AUTO_001298,273.053,502.823,-0.135
AUTO_001299,273.751,500.094,0.186
AUTO_001300,273.292,497.431,0.486
AUTO_001301,272.931,495.996,0.025
AUTO_001302,273.462,492.750,-0.022
AUTO_001303,273.152,489.303,0.047
AUTO_001304,272.974,488.333,0.946
AUTO_001305,273.021,484.671,0.327
AUTO_001306,273.464,482.588,0.784
AUTO_001307,273.332,478.918,0.069
AUTO_001308,273.350,476.231,0.135
AUTO_001309,273.551,474.393,-0.225
AUTO_001310,272.894,471.507,0.087
AUTO_001311,273.101,469.516,0.146
AUTO_001312,272.930,466.531,1.321
AUTO_001313,273.172,464.587,0.324
AUTO_001314,273.207,461.701,0.222
AUTO_001315,273.262,458.889,0.230
AUTO_001316,272.915,457.089,0.041
AUTO_001317,273.094,453.530,0.190
AUTO_001318,273.014,452.223,0.469
AUTO_001319,272.731,448.804,0.271
AUTO_001320,272.748,447.478,0.904
AUTO_001321,273.104,442.742,-0.013
AUTO_001322,272.502,441.089,0.766
AUTO_001323,272.434,438.365,0.744
AUTO_001324,272.738,436.284,0.193
AUTO_001325,273.309,432.889,0.761
AUTO_001326,272.220,430.945,0.394
AUTO_001327,273.018,428.138,0.341
AUTO_001328,272.635,425.133,0.518
AUTO_001329,272.717,423.268,0.567
AUTO_001330,272.304,420.335,0.934
AUTO_001331,272.373,417.647,0.735
AUTO_001332,272.500,414.459,1.077
AUTO_001333,272.097,412.279,0.209
AUTO_001334,272.079,410.471,0.655
AUTO_001335,272.060,407.748,1.108
AUTO_001336,271.576,405.367,0.511
AUTO_001337,271.708,402.141,0.617
AUTO_001338,271.432,399.802,0.443
AUTO_001339,270.971,397.297,0.583
AUTO_001340,270.634,393.947,0.067
AUTO_001341,271.101,392.621,0.667
AUTO_001342,270.522,389.457,0.865
AUTO_001343,270.798,387.263,0.749
AUTO_001344,270.800,384.419,0.163
AUTO_001345,270.072,381.550,0.294
AUTO_001346,269.864,379.452,0.758
AUTO_001347,269.643,377.608,0.976
AUTO_001348,269.899,374.901,1.196
AUTO_001349,269.810,371.511,0.742
AUTO_001350,269.364,369.337,1.234
AUTO_001351,269.357,366.491,0.619
AUTO_001352,268.933,364.421,0.980
AUTO_001353,269.057,361.187,1.005
AUTO_001354,268.731,358.997,1.015
AUTO_001355,267.769,355.788,0.675
AUTO_001356,267.979,353.814,0.795
AUTO_001357,267.860,350.944,1.189
AUTO_001358,267.600,348.147,1.068
AUTO_001359,267.240,347.329,0.879
AUTO_001360,266.441,343.843,0.632
AUTO_001361,266.047,341.117,1.197
AUTO_001362,266.424,338.910,1.495
AUTO_001363,265.108,336.260,1.576
AUTO_001364,265.319,334.205,0.813
AUTO_001365,264.532,330.425,1.334
AUTO_001366,263.846,327.576,1.623
AUTO_001367,263.191,325.097,1.372
AUTO_001368,263.525,322.912,1.420
AUTO_001369,262.209,320.617,0.892
AUTO_001370,261.998,318.382,1.147
AUTO_001371,261.811,315.701,1.263
AUTO_001372,261.245,313.539,1.282
AUTO_001373,260.500,310.564,1.164
AUTO_001374,260.414,309.266,1.650
AUTO_001375,259.583,305.743,0.687
AUTO_001376,259.525,303.499,1.810
AUTO_001377,258.531,301.888,1.068
AUTO_001378,257.822,298.909,1.537
AUTO_001379,256.935,295.922,1.205
AUTO_001380,256.405,294.109,1.461
AUTO_001381,255.409,290.708,0.949
AUTO_001382,255.155,288.165,1.226
AUTO_001383,254.001,286.171,1.876
AUTO_001384,253.522,283.228,1.392
AUTO_001385,253.148,281.432,1.015
AUTO_001386,252.575,279.088,1.731
AUTO_001387,251.195,276.243,1.809
AUTO_001388,250.866,273.644,1.573
AUTO_001389,249.481,270.815,1.738
AUTO_001390,249.488,269.114,1.970
AUTO_001391,248.570,266.415,1.368
AUTO_001392,248.001,265.044,1.731
AUTO_001393,246.792,261.820,2.100
AUTO_001394,245.441,258.974,1.490
AUTO_001395,244.517,256.546,1.585
AUTO_001396,243.962,253.562,1.111
AUTO_001397,242.576,251.824,1.639
AUTO_001398,242.092,249.173,0.948
AUTO_001399,240.665,246.390,1.152
AUTO_001400,240.465,245.015,2.127
AUTO_001401,239.020,241.671,1.346
AUTO_001402,238.592,240.883,1.536
AUTO_001403,237.430,238.449,1.260
AUTO_001404,236.317,236.445,1.584
AUTO_001405,234.886,233.163,1.542
AUTO_001406,234.109,232.023,1.157
AUTO_001407,232.797,228.808,0.868
AUTO_001408,231.043,226.259,1.164
AUTO_001409,230.361,224.077,1.404
AUTO_001410,229.728,222.695,1.251
AUTO_001411,228.127,219.896,1.529
AUTO_001412,227.199,217.552,1.327
AUTO_001413,225.614,215.263,1.369
AUTO_001414,224.702,213.422,1.133
AUTO_001415,223.354,210.654,1.279
AUTO_001416,221.974,207.860,0.955
AUTO_001417,220.860,205.680,1.596
AUTO_001418,219.679,203.815,1.579
AUTO_001419,218.012,201.598,1.504
AUTO_001420,217.117,199.354,1.421
AUTO_001421,215.142,197.286,1.883
AUTO_001422,214.790,195.314,1.293
AUTO_001423,213.583,193.355,1.324
AUTO_001424,211.572,190.858,2.251
AUTO_001425,210.083,188.550,1.518
AUTO_001426,209.208,185.985,1.032
AUTO_001427,208.288,184.393,1.546
AUTO_001428,205.879,181.668,0.854
AUTO_001429,204.661,179.329,1.449
AUTO_001430,203.054,178.093,1.621
AUTO_001431,201.055,175.255,1.623
AUTO_001432,200.296,173.718,1.134
AUTO_001433,198.218,171.027,1.315
AUTO_001434,196.691,169.628,1.324
AUTO_001435,195.337,167.085,1.102
AUTO_001436,193.048,164.736,0.291
AUTO_001437,191.679,162.282,1.150
AUTO_001438,190.694,161.099,0.963
AUTO_001439,188.698,158.844,0.548
AUTO_001440,187.705,157.388,1.157
AUTO_001441,185.690,155.126,0.808
AUTO_001442,184.158,152.318,1.124
AUTO_001443,182.151,151.118,0.422
AUTO_001444,180.966,149.561,1.069
AUTO_001445,178.989,146.118,1.011
AUTO_001446,177.780,145.853,1.357
AUTO_001447,176.050,143.171,1.158
AUTO_001448,174.696,141.959,1.137
AUTO_001449,172.456,139.428,1.413
AUTO_001450,171.392,136.957,1.362
AUTO_001451,169.509,136.001,1.820
AUTO_001452,167.895,134.041,1.138
AUTO_001453,166.039,132.677,1.636
AUTO_001454,163.722,130.282,1.104
AUTO_001455,161.612,128.484,1.370
AUTO_001456,159.670,126.023,1.069
AUTO_001457,158.373,125.306,1.160
AUTO_001458,156.248,122.982,1.345
AUTO_001459,154.715,121.586,0.900
AUTO_001460,153.116,119.366,1.421
AUTO_001461,151.218,117.817,1.517
AUTO_001462,149.099,116.516,0.958
AUTO_001463,147.054,114.019,1.532
AUTO_001464,145.226,112.589,0.605
AUTO_001465,143.625,110.700,1.174
AUTO_001466,140.961,108.928,1.036
AUTO_001467,139.825,107.724,1.589
AUTO_001468,137.491,105.922,1.231
AUTO_001469,135.732,104.912,1.589
AUTO_001470,134.092,103.135,1.890
AUTO_001471,131.804,101.281,0.724
AUTO_001472,129.468,100.212,2.088
AUTO_001473,127.998,99.197,1.271
AUTO_001474,125.448,96.768,1.830
AUTO_001475,123.295,94.984,1.514
AUTO_001476,120.946,93.453,1.209
AUTO_001477,119.736,93.007,1.336
AUTO_001478,116.547,90.506,1.570
AUTO_001479,114.348,89.597,1.093
AUTO_001480,111.599,87.978,1.445
AUTO_001481,109.786,86.177,1.374
AUTO_001482,108.102,85.352,1.232
AUTO_001483,106.151,84.532,1.016
AUTO_001484,103.853,82.484,1.109
AUTO_001485,101.550,81.468,1.047
AUTO_001486,100.013,79.677,0.346
AUTO_001487,96.521,78.021,0.791
AUTO_001488,94.782,76.508,0.816
AUTO_001489,92.268,75.448,1.143
AUTO_001490,90.637,74.676,1.007
AUTO_001491,87.129,72.381,1.520
AUTO_001492,85.409,70.775,1.228
AUTO_001493,83.401,69.948,1.348
AUTO_001494,81.251,69.067,0.926
AUTO_001495,78.301,67.458,1.134
AUTO_001496,76.422,66.668,0.767
AUTO_001497,75.107,66.074,1.039
AUTO_001498,72.459,64.878,0.458
AUTO_001499,70.208,63.603,1.315
AUTO_001500,67.106,62.354,0.673
AUTO_001501,65.502,60.585,0.815
AUTO_001502,62.857,60.075,0.979
AUTO_001503,61.098,58.796,0.303
AUTO_001504,57.909,56.973,1.050
AUTO_001505,56.055,56.637,1.306
AUTO_001506,54.822,55.494,1.081
AUTO_001507,51.700,54.248,1.114
AUTO_001508,48.521,53.005,1.214
AUTO_001509,47.397,52.415,0.464
AUTO_001510,45.332,51.227,1.177
AUTO_001511,41.472,50.105,1.485
AUTO_001512,40.025,48.953,1.746
AUTO_001513,37.938,47.626,0.952
AUTO_001514,35.882,47.233,0.633
AUTO_001515,33.178,45.730,1.347
AUTO_001516,30.864,45.131,1.518
AUTO_001517,28.281,44.540,1.559
AUTO_001518,26.389,43.477,1.619
AUTO_001519,22.994,42.623,1.098
AUTO_001520,21.005,41.536,1.348
AUTO_001521,18.584,41.931,1.616
AUTO_001522,15.719,40.257,0.926
AUTO_001523,13.697,39.394,1.579
AUTO_001524,11.513,38.701,1.789
AUTO_001525,7.710,37.396,1.396
AUTO_001526,6.236,36.563,1.127
AUTO_001527,3.711,36.258,1.564
AUTO_001528,2.386,36.067,1.916
AUTO_001529,-1.872,35.225,1.874
AUTO_001530,-4.110,34.214,1.856
AUTO_001531,-5.811,33.989,1.744
AUTO_001532,-8.753,32.652,2.015
AUTO_001533,-10.487,32.370,1.779
AUTO_001534,-13.812,32.261,1.225
AUTO_001535,-15.917,31.420,1.867
AUTO_001536,-18.643,31.521,1.329
AUTO_001537,-21.340,30.705,1.395
AUTO_001538,-24.189,30.041,1.219
AUTO_001539,-26.130,29.619,0.955
AUTO_001540,-29.014,29.796,1.160
AUTO_001541,-31.347,29.233,1.175
AUTO_001542,-34.336,29.011,1.114
AUTO_001543,-36.826,28.409,1.027
AUTO_001544,-39.573,28.101,1.320
AUTO_001545,-42.383,27.834,1.204
AUTO_001546,-43.957,27.661,1.727
AUTO_001547,-47.433,27.520,0.696
AUTO_001548,-49.295,27.415,0.876
AUTO_001549,-52.247,26.499,1.351
AUTO_001550,-54.592,26.594,1.706
AUTO_001551,-57.304,26.902,1.096
AUTO_001552,-59.855,26.442,1.220
AUTO_001553,-63.639,26.256,1.463
AUTO_001554,-64.502,26.319,0.684
AUTO_001555,-67.559,26.129,1.111
AUTO_001556,-68.896,25.327,0.732
AUTO_001557,-72.207,26.430,1.195
AUTO_001558,-74.876,25.956,1.328
AUTO_001559,-77.377,25.526,0.656
AUTO_001560,-79.405,25.407,0.819
AUTO_001561,-82.889,25.324,0.573
AUTO_001562,-85.575,25.077,0.860
AUTO_001563,-88.388,25.787,0.901
AUTO_001564,-90.789,25.966,0.562
AUTO_001565,-93.098,25.321,0.891
AUTO_001566,-94.910,26.314,1.024
AUTO_001567,-98.504,25.824,1.015
AUTO_001568,-99.839,25.135,0.675
AUTO_001569,-103.145,26.066,0.992
AUTO_001570,-106.452,25.862,1.196
AUTO_001571,-107.928,25.649,1.479
AUTO_001572,-111.237,25.407,1.261
AUTO_001573,-113.626,25.988,1.038
AUTO_001574,-116.350,26.169,1.372
AUTO_001575,-118.890,26.335,1.223
AUTO_001576,-122.075,26.689,1.018
AUTO_001577,-123.926,27.258,0.818
AUTO_001578,-126.218,26.903,0.653
AUTO_001579,-129.261,27.437,1.071
AUTO_001580,-131.698,28.085,1.432
AUTO_001581,-134.172,27.715,1.025
AUTO_001582,-137.164,28.040,0.761
AUTO_001583,-139.371,28.984,1.128
AUTO_001584,-142.084,28.796,1.140
AUTO_001585,-145.179,29.064,0.975
AUTO_001586,-146.848,29.320,0.816
AUTO_001587,-149.403,30.498,1.474
AUTO_001588,-151.704,29.976,1.548
AUTO_001589,-154.720,30.155,1.059
AUTO_001590,-156.571,31.653,1.505
AUTO_001591,-159.699,31.328,0.875
AUTO_001592,-162.269,32.442,0.822
AUTO_001593,-163.393,32.433,1.341
AUTO_001594,-166.957,33.345,0.890
AUTO_001595,-169.425,34.586,0.708
AUTO_001596,-172.080,34.271,1.202
AUTO_001597,-174.494,34.952,1.133
AUTO_001598,-176.484,35.985,1.250
AUTO_001599,-179.968,36.537,0.755
AUTO_001600,-181.504,36.556,1.438
AUTO_001601,-183.974,38.037,1.474
AUTO_001602,-185.649,37.949,0.849
AUTO_001603,-189.246,39.093,1.301
AUTO_001604,-192.069,39.540,1.133
AUTO_001605,-194.488,40.922,0.771
AUTO_001606,-195.721,40.996,1.184
AUTO_001607,-199.112,42.726,1.499
AUTO_001608,-201.971,42.908,1.629
AUTO_001609,-204.085,43.905,1.479
AUTO_001610,-206.937,44.717,1.831
AUTO_001611,-208.541,46.020,1.193
AUTO_001612,-211.231,46.301,1.016
AUTO_001613,-213.255,47.388,1.401
AUTO_001614,-216.285,48.548,0.310
AUTO_001615,-218.281,49.410,1.150
AUTO_001616,-222.033,49.930,1.580
AUTO_001617,-223.865,50.996,1.066
AUTO_001618,-226.209,51.959,0.810
AUTO_001619,-227.963,53.042,1.119
AUTO_001620,-230.426,54.108,1.199
AUTO_001621,-232.777,55.208,0.876
AUTO_001622,-235.099,55.318,0.948
AUTO_001623,-237.299,56.740,1.501
AUTO_001624,-240.282,58.645,1.449
AUTO_001625,-242.062,58.582,1.239
AUTO_001626,-244.550,59.600,1.287
AUTO_001627,-247.444,61.088,1.311
AUTO_001628,-247.596,62.026,1.229
AUTO_001629,-251.208,63.508,1.424
AUTO_001630,-254.027,64.555,1.104
AUTO_001631,-255.969,65.882,1.615
AUTO_001632,-258.730,66.988,1.532
AUTO_001633,-260.504,68.521,1.565
AUTO_001634,-262.617,69.506,1.213
AUTO_001635,-264.632,70.721,1.660
AUTO_001636,-266.937,71.921,1.063
AUTO_001637,-269.534,73.722,0.931
AUTO_001638,-272.003,74.845,0.936
AUTO_001639,-273.876,76.139,1.359
AUTO_001640,-275.877,77.717,1.202
AUTO_001641,-277.864,78.786,1.229
AUTO_001642,-281.001,81.331,1.376
AUTO_001643,-281.855,82.421,0.815
AUTO_001644,-284.406,82.722,1.249
AUTO_001645,-285.973,84.005,1.220
AUTO_001646,-289.044,86.667,1.538
AUTO_001647,-290.195,88.185,0.936
AUTO_001648,-293.118,89.408,1.643
AUTO_001649,-294.310,90.568,1.336
AUTO_001650,-295.878,91.894,0.726
AUTO_001651,-298.778,93.270,1.141
AUTO_001652,-300.629,95.515,0.509
AUTO_001653,-302.465,96.624,0.767
AUTO_001654,-304.411,97.754,0.747
AUTO_001655,-307.132,99.895,0.638
AUTO_001656,-309.551,101.317,1.068
AUTO_001657,-311.217,103.662,0.973
AUTO_001658,-313.182,104.737,0.942
AUTO_001659,-315.268,106.334,0.687
AUTO_001660,-317.185,108.222,1.434
AUTO_001661,-319.127,109.861,1.306
AUTO_001662,-321.289,111.723,0.786
AUTO_001663,-323.359,113.468,1.009
AUTO_001664,-325.043,114.871,1.211
AUTO_001665,-327.031,116.778,0.906
AUTO_001666,-328.793,118.696,1.339
AUTO_001667,-330.561,120.459,1.288
AUTO_001668,-332.469,121.854,1.372
AUTO_001669,-334.225,123.168,0.495
AUTO_001670,-336.543,126.053,0.738
AUTO_001671,-338.335,126.891,1.038
AUTO_001672,-340.563,129.057,1.246
AUTO_001673,-342.424,130.552,1.224
AUTO_001674,-343.971,132.068,1.587
AUTO_001675,-346.448,134.427,1.745
AUTO_001676,-347.432,135.169,1.204
AUTO_001677,-349.410,137.210,0.701
AUTO_001678,-351.233,138.828,1.109
AUTO_001679,-353.108,141.280,1.373
AUTO_001680,-354.936,143.159,1.304
AUTO_001681,-356.794,144.743,1.202
AUTO_001682,-358.052,147.504,1.341
AUTO_001683,-359.373,149.653,1.779
AUTO_001684,-362.005,151.562,1.685
AUTO_001685,-363.528,153.951,1.328
AUTO_001686,-363.946,155.714,1.076
AUTO_001687,-366.306,157.252,1.081
AUTO_001688,-367.970,158.841,1.105
AUTO_001689,-368.857,160.996,1.530
AUTO_001690,-370.626,163.452,0.756
AUTO_001691,-372.019,165.817,1.391
AUTO_001692,-373.919,167.322,1.573
AUTO_001693,-375.412,169.532,1.265
AUTO_001694,-376.415,171.552,1.093
AUTO_001695,-377.749,172.797,1.425
AUTO_001696,-378.722,175.658,2.019
AUTO_001697,-380.540,177.976,0.885
AUTO_001698,-382.734,180.647,1.344
AUTO_001699,-384.234,183.425,1.274
AUTO_001700,-386.352,185.752,1.351
AUTO_001701,-386.992,187.545,0.833
AUTO_001702,-388.845,190.158,1.225
AUTO_001703,-389.360,192.021,0.948
AUTO_001704,-391.188,194.423,1.203
AUTO_001705,-392.508,196.012,1.338
AUTO_001706,-393.717,198.178,1.022
AUTO_001707,-395.174,200.676,0.914
AUTO_001708,-396.054,203.368,1.040
AUTO_001709,-397.848,204.836,1.054
AUTO_001710,-399.302,207.601,1.333
AUTO_001711,-400.255,209.845,1.780
AUTO_001712,-400.991,211.183,0.893
AUTO_001713,-402.753,213.910,1.057
AUTO_001714,-403.875,216.280,1.217
AUTO_001715,-404.999,218.003,0.860
AUTO_001716,-406.857,220.343,1.479
AUTO_001717,-407.267,222.892,1.096
AUTO_001718,-408.313,225.054,1.287
AUTO_001719,-409.719,227.023,0.833
AUTO_001720,-410.568,230.049,1.688
AUTO_001721,-411.897,231.988,1.343
AUTO_001722,-413.111,234.319,1.004
AUTO_001723,-414.378,237.076,1.115
AUTO_001724,-415.393,239.994,1.760
AUTO_001725,-416.190,241.429,1.191
AUTO_001726,-417.256,243.824,0.807
AUTO_001727,-418.049,245.593,1.178
AUTO_001728,-419.583,248.129,1.230
AUTO_001729,-420.810,251.916,1.205
AUTO_001730,-421.464,252.650,1.099
AUTO_001731,-422.251,256.850,1.059
AUTO_001732,-423.273,257.831,1.090
AUTO_001733,-423.984,260.699,1.187
AUTO_001734,-424.122,263.146,1.562
AUTO_001735,-425.990,266.088,1.426
AUTO_001736,-426.309,267.409,0.869
AUTO_001737,-427.516,270.733,1.436
AUTO_001738,-428.238,271.868,0.807
AUTO_001739,-429.424,275.856,1.356
AUTO_001740,-430.472,277.604,1.370
AUTO_001741,-430.725,280.909,1.332
AUTO_001742,-431.590,281.903,1.186
AUTO_001743,-431.998,285.955,1.262
AUTO_001744,-432.588,287.456,1.385
AUTO_001745,-434.577,290.226,1.418
AUTO_001746,-434.740,293.928,1.004
AUTO_001747,-434.890,295.514,1.080
AUTO_001748,-435.461,296.806,1.048
AUTO_001749,-435.713,300.602,0.942
AUTO_001750,-436.555,302.790,1.010
AUTO_001751,-436.666,305.411,0.874
AUTO_001752,-437.381,306.956,1.042
AUTO_001753,-437.906,310.697,1.305
AUTO_001754,-438.929,312.942,1.061
AUTO_001755,-439.011,317.265,0.447
AUTO_001756,-439.744,321.010,0.823
AUTO_001757,-440.172,323.241,0.809
AUTO_001758,-440.743,325.711,0.737
AUTO_001759,-441.024,328.169,1.026
AUTO_001760,-441.322,331.132,0.863
AUTO_001761,-441.760,333.687,0.797
AUTO_001762,-442.467,335.330,0.643
AUTO_001763,-442.712,337.508,0.606
AUTO_001764,-443.105,340.891,1.084
AUTO_001765,-443.300,342.770,0.703
AUTO_001766,-443.727,346.245,0.821
AUTO_001767,-444.384,347.782,0.448
AUTO_001768,-444.637,350.129,0.893
AUTO_001769,-445.340,352.682,0.679
AUTO_001770,-445.296,356.478,0.841
AUTO_001771,-445.813,357.408,0.490
AUTO_001772,-446.498,360.887,0.454
AUTO_001773,-446.857,362.717,0.397
AUTO_001774,-447.036,365.652,0.669
AUTO_001775,-447.508,368.759,0.663
AUTO_001776,-447.399,370.768,1.375
AUTO_001777,-448.151,373.990,0.464
AUTO_001778,-447.922,376.546,0.380
AUTO_001779,-448.486,378.832,0.155
AUTO_001780,-449.188,381.006,1.165
AUTO_001781,-448.470,384.070,0.626
AUTO_001782,-448.642,386.313,0.781
AUTO_001783,-448.971,388.917,0.363
AUTO_001784,-449.376,391.464,0.679
AUTO_001785,-449.462,393.937,1.081
AUTO_001786,-449.895,397.162,0.369
AUTO_001787,-449.612,399.615,1.004
AUTO_001788,-450.219,402.062,0.407
AUTO_001789,-450.145,404.716,0.045
AUTO_001790,-450.537,406.821,0.223
AUTO_001791,-450.981,409.481,0.369
AUTO_001792,-451.258,412.392,0.665
AUTO_001793,-450.926,413.917,0.178
AUTO_001794,-451.293,417.356,0.073
AUTO_001795,-450.829,419.848,0.875
AUTO_001796,-451.336,422.545,0.219
AUTO_001797,-451.655,424.868,0.318
AUTO_001798,-451.544,427.702,0.455
AUTO_001799,-452.085,430.072,0.291
AUTO_001800,-451.484,431.807,0.276
AUTO_001801,-452.028,435.398,0.907
AUTO_001802,-451.511,438.020,0.540
AUTO_001803,-451.955,440.244,0.179
AUTO_001804,-451.832,442.223,0.350
AUTO_001805,-451.960,445.894,0.439
AUTO_001806,-452.590,447.679,0.138
AUTO_001807,-452.095,450.590,0.318
AUTO_001808,-452.300,452.306,0.308
AUTO_001809,-452.878,455.865,0.512
AUTO_001810,-452.682,457.805,0.049
AUTO_001811,-452.779,461.047,0.762
AUTO_001812,-452.434,461.860,-0.051
AUTO_001813,-452.436,466.061,0.371
AUTO_001814,-452.837,468.496,0.410
AUTO_001815,-452.264,471.259,0.280
AUTO_001816,-453.159,474.270,0.478
AUTO_001817,-452.676,476.749,0.663
AUTO_001818,-453.009,478.019,0.132
AUTO_001819,-452.357,481.126,0.267
AUTO_001820,-453.490,483.048,0.508
AUTO_001821,-453.141,486.604,0.176
AUTO_001822,-453.518,491.562,0.766
AUTO_001823,-453.227,493.089,-0.203
AUTO_001824,-453.550,497.238,0.049
AUTO_001825,-453.547,502.761,0.211
AUTO_001826,-453.565,504.026,0.192
AUTO_001827,-453.535,507.414,0.721
AUTO_001828,-453.433,508.920,-0.017
AUTO_001829,-453.438,513.235,0.400
AUTO_001830,-453.256,514.458,0.596
AUTO_001831,-453.482,517.011,0.828
AUTO_001832,-453.891,519.639,-0.011
AUTO_001833,-452.931,521.932,0.319
AUTO_001834,-453.181,524.995,0.072
AUTO_001835,-453.575,527.881,-0.269
AUTO_001836,-453.259,529.446,0.630
AUTO_001837,-453.375,532.261,0.031
AUTO_001838,-452.860,534.503,-0.068
AUTO_001839,-453.395,537.223,0.662
AUTO_001840,-452.841,539.529,-0.031
AUTO_001841,-452.977,543.350,0.483
AUTO_001842,-453.400,544.814,0.472
AUTO_001843,-453.064,547.840,-0.101
AUTO_001844,-453.317,550.051,0.226
AUTO_001845,-452.853,553.022,-0.249
AUTO_001846,-453.134,555.081,0.535
AUTO_001847,-453.487,558.105,0.181
AUTO_001848,-452.976,560.480,0.081
AUTO_001849,-453.687,563.446,0.187
AUTO_001850,-453.239,565.247,0.598
AUTO_001851,-454.095,568.763,0.814
AUTO_001852,-453.317,570.242,0.332
AUTO_001853,-453.762,573.820,0.811
AUTO_001854,-453.182,576.399,0.174
AUTO_001855,-453.533,579.319,0.024
AUTO_001856,-454.124,580.752,0.141
AUTO_001857,-453.760,584.555,0.391
AUTO_001858,-453.396,585.609,-0.026
AUTO_001859,-454.346,589.404,0.221
AUTO_001860,-453.992,590.945,0.458
AUTO_001861,-453.879,594.297,0.225
AUTO_001862,-454.575,597.431,0.097
AUTO_001863,-454.477,600.288,-0.082
AUTO_001864,-454.617,601.958,0.550
AUTO_001865,-454.191,604.901,0.401
AUTO_001866,-454.904,606.982,-0.022
AUTO_001867,-454.595,609.596,-0.054
AUTO_001868,-454.787,611.556,0.239
AUTO_001869,-455.091,614.972,-0.089
AUTO_001870,-454.688,617.895,-0.053
AUTO_001871,-455.040,619.909,0.370
AUTO_001872,-454.859,622.246,-0.048
AUTO_001873,-455.389,625.447,0.444
AUTO_001874,-454.473,627.606,0.221
AUTO_001875,-455.354,630.004,0.455
AUTO_001876,-455.086,631.796,-0.231
AUTO_001877,-455.264,634.755,0.583
AUTO_001878,-454.747,637.386,0.697
AUTO_001879,-455.153,640.466,0.131
AUTO_001880,-455.937,642.601,0.497
AUTO_001881,-455.217,644.797,0.185
AUTO_001882,-455.733,648.594,0.356
AUTO_001883,-455.187,650.514,0.287
AUTO_001884,-455.172,654.485,0.053
AUTO_001885,-455.988,655.152,0.133
AUTO_001886,-455.721,658.666,0.718
AUTO_001887,-456.159,661.298,0.216
AUTO_001888,-455.935,663.694,0.255
AUTO_001889,-455.515,666.031,0.413
AUTO_001890,-455.904,668.686,0.106
AUTO_001891,-456.011,671.582,0.181
AUTO_001892,-456.502,673.710,0.228
AUTO_001893,-456.026,675.478,0.095
AUTO_001894,-455.570,679.312,-0.077
AUTO_001895,-455.729,681.160,0.727
AUTO_001896,-456.052,684.166,0.894
AUTO_001897,-455.831,686.909,-0.267
AUTO_001898,-455.655,689.247,0.112
AUTO_001899,-456.358,691.732,0.811
AUTO_001900,-455.874,694.566,0.279
AUTO_001901,-456.167,695.737,0.801
AUTO_001902,-456.218,699.566,0.461
AUTO_001903,-455.557,702.172,0.453
AUTO_001904,-456.269,703.906,0.146
AUTO_001905,-455.715,707.565,0.332
AUTO_001906,-456.078,709.698,0.317
AUTO_001907,-456.242,712.099,0.122
AUTO_001908,-456.316,714.812,0.371
AUTO_001909,-456.285,717.273,0.655
AUTO_001910,-456.228,720.619,0.576
AUTO_001911,-456.263,722.905,0.616
AUTO_001912,-455.757,725.291,0.302
AUTO_001913,-456.373,727.455,0.803
AUTO_001914,-456.302,729.747,0.280
AUTO_001915,-456.220,732.032,0.262
AUTO_001916,-456.556,735.377,-0.029
AUTO_001917,-456.109,737.719,-0.245
AUTO_001918,-456.609,741.038,0.022
AUTO_001919,-456.563,743.095,0.275
AUTO_001920,-456.532,746.722,0.427
AUTO_001921,-456.222,747.602,0.132
AUTO_001922,-456.373,750.543,-0.001
AUTO_001923,-456.477,753.013,-0.230
AUTO_001924,-456.277,755.514,-0.324
AUTO_001925,-456.309,758.185,0.002
AUTO_001926,-456.997,761.146,-0.238
AUTO_001927,-456.817,764.080,0.803
AUTO_001928,-456.631,766.189,0.110
AUTO_001929,-456.374,768.550,0.115
AUTO_001930,-456.596,771.365,-0.191
AUTO_001931,-456.977,773.799,0.260
AUTO_001932,-456.835,776.758,0.841
AUTO_001933,-456.834,778.473,0.958
AUTO_001934,-456.956,781.412,0.113
AUTO_001935,-457.017,783.643,0.516
AUTO_001936,-457.461,786.146,0.316
AUTO_001937,-456.295,789.646,0.554
AUTO_001938,-456.692,791.784,0.713
AUTO_001939,-456.279,794.134,-0.120
AUTO_001940,-456.738,796.907,0.515
AUTO_001941,-456.768,799.475,0.355
AUTO_001942,-456.828,802.012,0.267
AUTO_001943,-457.252,805.066,0.452
AUTO_001944,-456.498,807.172,0.167
AUTO_001945,-456.622,808.422,0.494
AUTO_001946,-457.023,812.206,0.477
AUTO_001947,-456.726,814.996,0.528
AUTO_001948,-457.233,816.934,0.914
AUTO_001949,-456.993,820.643,0.297
AUTO_001950,-457.350,822.441,0.668
AUTO_001951,-457.177,824.128,0.685
AUTO_001952,-457.532,827.757,-0.391
AUTO_001953,-457.078,829.066,0.331
AUTO_001954,-456.440,832.916,0.332
AUTO_001955,-456.751,835.700,0.476
AUTO_001956,-457.170,838.054,-0.013
AUTO_001957,-456.916,839.758,-0.096
AUTO_001958,-457.259,842.666,0.706
AUTO_001959,-457.173,845.635,0.991
AUTO_001960,-457.151,848.630,0.058
AUTO_001961,-457.472,849.746,-0.068
AUTO_001962,-457.242,852.667,-0.107
AUTO_001963,-456.852,855.113,0.196
AUTO_001964,-456.857,858.720,0.673
AUTO_001965,-457.473,860.463,0.070
AUTO_001966,-457.489,863.144,0.304
AUTO_001967,-457.413,864.903,0.431
AUTO_001968,-457.751,868.634,0.530
AUTO_001969,-456.968,869.886,0.352
AUTO_001970,-457.541,874.351,-0.237
AUTO_001971,-456.878,875.365,0.518
